id,hrs1,wrkslf,age,educ,paeduc,maeduc,sex,polviews,sei,pasei,masei
2172,40,someone else,24,13,15,,female,moderate,27.700001,32.299999,
2173,,someone else,72,12,,9,male,liberal,31.5,,
2174,,someone else,22,14,15,13,female,,33.099998,76.400002,33.099998
2175,40,someone else,60,11,5,10,male,,39.400002,37.799999,73.199997
2176,,someone else,68,16,12,12,male,moderate,65.800003,63.5,
2177,25,self-employed,49,12,11,12,female,,50.700001,24.200001,
2178,,someone else,27,15,13,12,female,,93.099998,28.6,
2179,60,self-employed,43,12,9,12,male,moderate,35.099998,38.099998,
2180,,,51,7,,12,female,,,,50.5
2181,40,someone else,46,12,12,12,male,,63.5,,
2182,,someone else,87,8,,8,male,liberal,61.900002,,
2183,84,self-employed,69,10,,,male,moderate,34.200001,29.799999,
2184,53,someone else,41,13,12,12,male,,31.5,32.299999,
2185,31,someone else,32,13,,12,female,,33.099998,,46.700001
2186,53,someone else,34,14,16,12,female,slightly liberal,36.5,,
2187,20,someone else,56,12,6,14,female,,32.400002,37.299999,78.5
2188,32,someone else,41,8,,,female,extremely liberal,27.5,35.099998,30.700001
2189,,someone else,72,7,2,,female,extrmly conservative,26.5,37.299999,
2190,6,someone else,50,13,10,9,female,moderate,38.400002,26.5,17.1
2191,30,self-employed,37,13,,16,male,,37.299999,,73.199997
2192,,,55,12,8,8,female,,,37.299999,
2193,40,someone else,57,12,14,9,female,,53.299999,58.099998,
2194,60,self-employed,45,12,,,male,moderate,37.299999,,36.700001
2195,40,someone else,40,12,6,12,male,,48.5,26.5,
2196,,someone else,51,8,10,11,male,,60.5,38.400002,38.400002
2197,40,someone else,31,16,3,14,female,,62.5,63.5,63.5
2198,40,someone else,25,16,13,12,female,,31.200001,26.700001,29.299999
2199,,someone else,75,1,16,12,male,moderate,48.900002,37.299999,
2200,36,someone else,29,15,16,13,female,conservative,73.199997,86.900002,38.400002
2201,41,someone else,23,12,12,12,female,,41.599998,37.299999,
2202,8,someone else,20,12,11,,female,moderate,33.099998,29.200001,
2203,58,someone else,37,11,,,female,extremely liberal,18.5,,
2204,,someone else,42,12,11,12,male,liberal,45.299999,63.5,63.5
2205,50,self-employed,34,14,10,12,female,,33.099998,63.5,64.199997
2206,36,someone else,46,11,,9,female,,26.5,44.700001,
2207,45,someone else,33,16,16,13,female,,78.5,71.5,29
2208,31,someone else,44,13,12,13,female,,41.599998,63.5,68.099998
2209,40,someone else,40,16,12,13,female,slghtly conservative,73.199997,28.4,27.5
2210,,,19,11,12,10,female,,,48.900002,53.900002
2211,25,someone else,20,12,12,,female,,27.5,37.299999,
2212,40,someone else,29,12,12,12,male,conservative,34.200001,34.200001,50.700001
2213,39,someone else,58,12,12,8,female,moderate,29.299999,64.099998,18.5
2214,,self-employed,76,8,,,female,,22.5,37.299999,
2215,75,someone else,47,17,10,12,female,,80.300003,63.5,27.5
2216,42,someone else,39,12,8,,female,,38.900002,29.5,
2217,40,someone else,30,12,18,12,male,moderate,30.1,63.5,38.900002
2218,38,someone else,23,15,12,14,female,slghtly conservative,35.400002,37.299999,33.900002
2219,70,someone else,30,11,,12,male,moderate,34.200001,,67
2220,60,someone else,29,13,12,18,male,,24.200001,37.299999,37.400002
2221,50,someone else,36,13,12,14,male,,26.5,37.299999,
2222,,someone else,86,4,0,0,female,conservative,22.5,37.299999,
2223,70,someone else,23,12,12,13,male,,26.5,63.5,38.400002
2224,40,someone else,54,10,12,8,female,,38,30.1,28.4
2225,40,self-employed,43,12,,11,male,moderate,37.299999,,52.299999
2226,50,someone else,50,16,17,12,male,conservative,37.400002,93.099998,50.700001
2227,43,someone else,55,16,12,12,male,,63.200001,38.900002,78.5
2228,85,someone else,32,11,11,14,male,liberal,32.299999,49.900002,
2229,62,someone else,45,12,14,8,male,moderate,42.200001,55.299999,
2230,66,someone else,23,12,12,12,male,slightly liberal,47.799999,29.4,
2231,40,someone else,35,11,6,12,female,liberal,29.1,26.5,
2232,45,someone else,40,12,8,9,male,,35.099998,26.9,33.200001
2233,,someone else,40,12,,12,female,moderate,32.400002,,63.5
2234,,someone else,72,17,7,12,male,conservative,80.300003,32,
2235,,someone else,61,3,8,8,male,extremely liberal,26.5,26.4,22.5
2236,,someone else,21,13,10,13,female,liberal,29.299999,34.200001,29.299999
2237,,someone else,19,11,12,13,male,,37.299999,29.200001,30.700001
2238,20,someone else,56,12,12,12,female,,29.799999,24.200001,29.799999
2239,24,someone else,35,13,,,female,slghtly conservative,29.299999,,32.400002
2240,,someone else,75,12,10,12,female,,38,69.699997,
2241,40,someone else,45,12,7,8,male,moderate,28.6,28.6,21.200001
2242,40,someone else,27,13,,,female,slightly liberal,29.299999,,
2243,40,someone else,48,12,12,12,male,moderate,45.799999,37.299999,
2244,40,someone else,37,14,7,9,male,,38.400002,26.9,22.5
2245,,,31,13,,,female,slghtly conservative,,,
2246,,someone else,54,12,3,6,female,conservative,,37.299999,
2247,,someone else,73,6,10,8,female,,22.9,37.299999,
2248,,someone else,53,12,5,10,female,,19.4,26.5,
2249,40,someone else,45,10,0,,male,slghtly conservative,28.4,29.5,
2250,,someone else,55,11,,0,male,,32.299999,,26.5
2251,,someone else,41,10,6,0,female,,20.1,31.5,29
2252,89,someone else,60,14,6,8,female,,30.799999,29.5,22.5
2253,,someone else,75,16,18,12,female,,78.5,97.199997,
2254,37,someone else,36,13,,,male,conservative,64.099998,,
2255,62,someone else,26,12,,12,male,,33.599998,,
2256,,someone else,46,15,6,,female,moderate,37.400002,26.5,
2257,32,someone else,49,12,6,9,female,slghtly conservative,76.400002,,
2258,,someone else,59,12,2,2,male,,37.299999,37.299999,
2259,40,someone else,33,14,,11,female,,78,18.5,
2260,32,someone else,55,11,,11,female,slghtly conservative,22.700001,,
2261,40,someone else,49,11,7,6,female,conservative,29.299999,26.5,
2262,48,someone else,47,14,,8,male,moderate,63.5,,26.5
2263,,someone else,48,12,,12,male,,37.599998,,22.5
2264,50,someone else,48,16,11,14,male,conservative,48.5,38.099998,38.400002
2265,55,someone else,55,17,14,16,male,,50.700001,50.700001,69.199997
2266,,someone else,65,12,,,female,,51.900002,37.299999,
2267,,someone else,53,16,,,male,conservative,86.800003,49.599998,
2268,48,someone else,37,12,12,10,male,moderate,63.5,90.800003,25.299999
2269,65,self-employed,36,12,12,12,male,,63.5,64.099998,54.200001
2270,24,someone else,34,13,10,14,female,,76.400002,38.099998,73.199997
2271,22,someone else,32,13,12,12,female,slghtly conservative,29.200001,36.5,
2272,55,someone else,52,16,14,12,male,liberal,85.099998,,
2273,60,someone else,55,15,12,12,male,,62.099998,38.099998,
2274,70,self-employed,63,14,4,,male,,63.5,17.6,17.6
2275,50,someone else,41,11,12,12,male,,44.700001,29.4,37.700001
2276,,someone else,52,12,7,12,male,,31.5,31.5,22.5
2277,65,someone else,21,12,12,14,male,moderate,28.6,30.1,30.5
2278,24,someone else,66,12,8,7,male,liberal,31.4,37.299999,
2279,40,someone else,39,11,12,,female,,37.599998,48.5,
2280,40,someone else,20,7,,7,male,,28.6,,
2281,,someone else,36,9,,12,female,moderate,26.700001,28.4,27.5
2282,38,someone else,22,12,,,female,,29,,
2283,,,20,9,,,female,conservative,,,
2284,47,someone else,37,12,12,16,male,,27.5,26.700001,78.5
2285,72,someone else,45,16,14,14,male,,64.800003,27.700001,73.199997
2286,40,someone else,46,14,,13,male,,26.700001,,63.200001
2287,60,someone else,27,15,,14,female,slghtly conservative,63.5,,37.700001
2288,40,someone else,43,16,14,14,female,liberal,77.800003,39.5,36.700001
2289,16,someone else,77,12,8,3,female,,37.299999,37.299999,
2290,40,someone else,64,13,,8,female,,38.400002,,
2291,60,someone else,19,20,20,14,male,slightly liberal,97.199997,38.900002,56.599998
2292,32,someone else,26,17,13,16,male,moderate,60.5,28.4,78.5
2293,,someone else,79,12,8,12,male,,57.099998,26.5,
2294,50,someone else,40,16,14,12,female,slghtly conservative,66.099998,26.5,
2295,45,someone else,44,20,8,8,male,,73.199997,50.200001,33.900002
2296,7,someone else,65,8,,6,female,,53.700001,48.5,27.5
2297,40,someone else,50,16,12,12,female,moderate,87,37.599998,
2298,45,someone else,38,15,14,12,female,slghtly conservative,50.700001,52.299999,
2299,,,,14,12,14,female,,,64.800003,38.400002
2300,,someone else,31,10,10,12,male,,26.5,37.299999,
2301,,someone else,30,12,13,14,male,,36.5,64.099998,
2302,,,34,12,12,12,female,,,37.299999,33.900002
2303,,someone else,40,14,9,10,male,moderate,40,50.5,33.099998
2304,44,someone else,26,17,18,18,female,moderate,73.800003,85.099998,78.5
2305,,self-employed,84,8,6,,female,moderate,,26.5,
2306,,someone else,74,12,8,10,female,,28.4,37.299999,
2307,30,someone else,29,13,15,,female,,40.200001,37.299999,
2308,56,someone else,32,14,,,male,liberal,50.700001,,
2309,40,someone else,54,16,,14,male,moderate,50.700001,,38.400002
2310,89,someone else,22,12,,12,male,moderate,61.900002,61.900002,27.5
2311,40,someone else,33,13,,12,male,,29.200001,64.099998,32.400002
2312,40,someone else,29,12,12,12,male,,35.400002,86.5,
2313,36,someone else,26,14,16,16,female,slghtly conservative,39.400002,73.300003,73.599998
2314,,someone else,74,12,8,11,male,moderate,50.5,43.200001,
2315,,someone else,19,12,16,20,female,,38.900002,80.300003,78.5
2316,,someone else,69,12,5,12,female,,63.200001,50.700001,32.400002
2317,35,someone else,39,16,8,12,female,,36.900002,37.299999,
2318,,someone else,74,14,14,14,male,moderate,45.400002,26.5,
2319,41,someone else,35,16,16,12,female,slghtly conservative,28.4,37.700001,
2320,45,self-employed,45,16,12,15,female,slightly liberal,33.099998,37.200001,34.599998
2321,40,someone else,33,14,14,15,female,,53.299999,,38.400002
2322,,someone else,63,13,13,13,female,,38.400002,,30.700001
2323,20,someone else,20,12,18,12,female,moderate,38.900002,85.099998,38.400002
2324,,someone else,25,15,18,13,female,moderate,39,44.700001,33.099998
2325,89,someone else,27,15,,13,female,,37.900002,,80.300003
2326,42,someone else,36,14,9,12,female,extrmly conservative,37.400002,48.5,
2327,65,someone else,27,14,,12,male,moderate,83.699997,,27.700001
2328,,someone else,21,12,16,12,female,,27.5,63.200001,56.599998
2329,53,someone else,30,14,14,13,male,moderate,29.200001,63.5,34.799999
2330,,someone else,75,12,,12,female,conservative,37.700001,,
2331,,someone else,71,18,12,12,male,moderate,80.300003,49.599998,
2332,,someone else,55,20,14,16,female,,80.300003,38.400002,78.5
2333,,someone else,64,12,12,12,female,,38.400002,45.799999,38.400002
2334,50,someone else,28,16,13,12,male,liberal,53.099998,53.099998,38.400002
2335,44,someone else,27,12,14,14,male,liberal,47,45.900002,29.799999
2336,50,someone else,57,15,8,12,male,,85.099998,26.5,29.200001
2337,56,someone else,61,16,16,12,male,,38.200001,32.299999,33.099998
2338,20,someone else,31,18,12,12,male,,42.200001,26.6,38.400002
2339,89,self-employed,52,16,,,female,slghtly conservative,53.700001,,37.299999
2340,,someone else,82,12,,,female,,37.5,,
2341,42,self-employed,54,12,,8,female,,63.5,,27.700001
2342,46,someone else,30,14,12,12,male,,69.199997,48.5,50.5
2343,56,someone else,29,13,,12,female,moderate,62.5,,38.400002
2344,50,someone else,40,9,,12,male,moderate,38.099998,,32.400002
2345,,self-employed,45,12,12,13,male,,28.6,45.400002,22.700001
2346,20,someone else,34,13,,8,female,,63.5,,
2347,12,someone else,39,12,14,16,female,,38.400002,38.200001,38.400002
2348,,someone else,78,10,14,10,male,moderate,52.400002,53.900002,61.900002
2349,36,someone else,27,12,12,,female,moderate,31.4,31.5,
2350,52,someone else,32,14,,8,male,moderate,48.5,,29.200001
2351,,someone else,59,12,,,female,,32.400002,45.400002,18.5
2352,30,self-employed,40,14,8,12,female,,26.4,37.299999,
2353,10,self-employed,50,15,7,14,female,,62.5,29.200001,27.200001
2354,50,someone else,37,13,10,12,male,slghtly conservative,52.400002,63.200001,63.5
2355,40,someone else,39,18,12,12,female,slightly liberal,78.5,37.200001,27.700001
2356,,someone else,54,12,,8,female,,26.700001,,
2357,,someone else,74,15,10,12,male,,27.700001,29.200001,38.900002
2358,24,someone else,22,13,15,12,male,liberal,33.099998,29.5,29.299999
2359,22,someone else,58,0,12,15,male,extrmly conservative,38.5,76.400002,73.199997
2360,,someone else,32,14,14,13,female,,75.199997,36.5,
2361,,someone else,71,17,,8,female,,58.099998,,27.5
2362,,someone else,83,12,12,16,female,,37.700001,35.099998,78.5
2363,,someone else,87,20,12,9,female,,78.5,37.299999,
2364,,self-employed,77,15,16,10,female,,38,86.5,
2365,,self-employed,75,8,8,8,male,moderate,90.099998,48.5,
2366,,someone else,35,15,,13,female,,71.199997,,97.199997
2367,,someone else,32,12,12,11,female,moderate,33.900002,48.5,39.400002
2368,16,someone else,32,11,,12,female,,37.700001,,33.099998
2369,,someone else,32,14,8,20,male,,34.799999,38.099998,
2370,35,someone else,19,11,,11,male,,27.5,,33.099998
2371,,someone else,21,11,2,2,female,,38.400002,39.700001,
2372,25,someone else,53,16,14,12,female,liberal,32.400002,37.299999,
2373,,someone else,65,12,12,9,female,,36.5,36.5,37.700001
2374,50,someone else,33,12,12,16,male,,32.299999,21.200001,
2375,8,self-employed,35,10,,16,male,,56.5,,
2376,40,someone else,52,16,12,12,male,moderate,82.699997,55.099998,
2377,40,someone else,63,12,8,8,female,,63.5,29.200001,27.5
2378,,someone else,53,13,8,,male,,34.200001,50.700001,
2379,,someone else,74,11,,,female,,63.5,27.700001,
2380,,someone else,76,8,,,female,slghtly conservative,38.400002,37.299999,
2381,60,someone else,38,12,8,12,male,,48.900002,32.299999,32.400002
2382,52,someone else,30,12,14,12,male,,36.5,63.5,43.700001
2383,,someone else,61,12,,,female,slghtly conservative,26.4,29.200001,
2384,24,self-employed,53,9,1,8,male,liberal,33.200001,36.5,
2385,16,someone else,23,12,12,12,female,moderate,33.099998,26.5,33.099998
2386,,someone else,52,12,,12,female,,,,38.400002
2387,40,someone else,43,9,8,8,male,,49.599998,26.700001,32.400002
2388,40,someone else,48,12,10,12,male,moderate,61.900002,38.099998,35.400002
2389,40,someone else,30,12,12,12,male,moderate,26.700001,,17.1
2390,,someone else,67,13,,12,male,,48.900002,,
2391,24,someone else,46,20,11,12,female,,68.099998,86.599998,54.700001
2392,45,self-employed,45,17,16,8,female,extrmly conservative,33.099998,78.5,27.5
2393,30,someone else,37,12,,12,female,moderate,21.200001,,21.200001
2394,40,someone else,27,14,,12,female,moderate,38.400002,,25.200001
2395,20,someone else,24,13,12,14,female,,35.200001,33.599998,68.099998
2396,60,someone else,31,16,10,10,female,,29.299999,47.900002,
2397,40,someone else,32,14,15,12,female,,68.099998,86.599998,38.900002
2398,,someone else,72,12,5,,female,slightly liberal,34.599998,32,
2399,40,someone else,34,10,2,10,male,conservative,33.599998,37.299999,17.1
2400,40,someone else,25,17,12,14,male,moderate,50.700001,63.5,26.4
2401,,someone else,21,13,12,12,male,,32.400002,63.5,63.5
2402,,someone else,26,10,12,12,female,,64.099998,28.4,33.099998
2403,12,self-employed,80,16,10,14,female,,62.5,53.900002,
2404,,someone else,68,12,8,8,female,,81,,17.6
2405,45,someone else,52,16,11,12,female,slghtly conservative,64.800003,32.299999,
2406,40,someone else,49,18,16,12,female,,63.5,86.599998,
2407,39,someone else,30,12,12,14,male,,27.5,,
2408,40,someone else,29,12,12,12,female,,48.5,54.200001,56.599998
2409,36,someone else,34,12,12,12,male,moderate,45.900002,34.200001,26.700001
2410,,someone else,77,14,,12,male,moderate,73.900002,,62.5
2411,,someone else,69,12,,,male,,48.5,49.900002,29.299999
2412,50,someone else,60,18,12,12,female,,69.199997,48.5,
2413,48,someone else,43,13,12,12,male,conservative,42.400002,38.200001,26.700001
2414,,someone else,40,15,16,12,female,conservative,80.900002,63.5,60.599998
2415,,someone else,48,7,,3,female,,29.4,37.299999,29.299999
2416,16,someone else,67,10,6,12,male,,33.200001,37.299999,
2417,,someone else,70,13,10,8,female,,36.5,27.700001,
2418,,someone else,58,12,3,6,female,,17.1,32.700001,
2419,36,someone else,21,13,,13,female,,38.400002,,
2420,40,someone else,28,9,,14,male,,64.099998,,
2421,,someone else,23,11,12,10,female,,26.700001,31.5,26.700001
2422,,someone else,61,9,,,male,moderate,22.9,,
2423,40,someone else,62,12,8,7,male,slghtly conservative,31.5,26.9,
2424,45,self-employed,47,8,,8,male,,26.700001,,26.700001
2425,,someone else,59,12,,3,male,,29.4,31.299999,
2426,,someone else,67,11,4,,male,,36.5,37.299999,32.400002
2427,40,someone else,56,12,,12,female,moderate,63.5,,25.200001
2428,84,self-employed,50,12,,4,male,,38.099998,26.5,
2429,,someone else,64,0,,,male,slightly liberal,29.200001,36.400002,
2430,,someone else,52,12,,4,female,,27.700001,,
2431,,someone else,70,6,,,female,moderate,27.700001,37.299999,
2432,16,someone else,59,12,8,8,female,conservative,29,44.700001,26.700001
2433,32,self-employed,36,12,8,12,female,,17.6,28.4,
2434,55,someone else,59,17,17,16,male,,85.099998,78.5,78.5
2435,36,self-employed,58,11,9,10,female,,32.799999,36.5,38.900002
2436,43,someone else,30,13,6,7,female,,32.400002,31.5,38.400002
2437,42,someone else,42,12,6,12,female,,50.700001,28.6,29
2438,,someone else,21,13,12,19,female,moderate,60.599998,32.299999,32.099998
2439,4,self-employed,29,16,16,16,female,,59,53.400002,78.5
2440,40,someone else,43,16,13,14,male,,44.799999,86,73.199997
2441,20,someone else,52,16,12,12,female,slghtly conservative,34.400002,48.5,38.400002
2442,40,someone else,33,15,12,12,female,conservative,38,48.5,27.700001
2443,53,someone else,37,15,6,12,male,,29.5,38.099998,
2444,,someone else,31,13,10,11,female,slghtly conservative,38.400002,36.5,32.400002
2445,40,someone else,50,17,19,19,male,slightly liberal,73.300003,85.099998,
2446,,someone else,35,12,15,16,female,,28.6,36.5,73.199997
2447,45,self-employed,47,14,20,8,female,,50.700001,85.099998,33.099998
2448,50,someone else,46,12,12,12,female,moderate,53.299999,50.700001,38.400002
2449,40,someone else,29,16,,18,female,conservative,76.400002,,80.900002
2450,,someone else,22,14,12,12,male,moderate,34.299999,36.5,60.599998
2451,48,someone else,48,12,12,12,male,,42.400002,86.800003,38.400002
2452,43,someone else,29,14,14,12,male,,42.200001,48.5,
2453,40,someone else,36,12,15,20,female,conservative,53.099998,24.799999,64.400002
2454,40,someone else,59,15,,10,female,,22.700001,,
2455,,someone else,52,16,9,,male,conservative,63.200001,32.299999,
2456,50,someone else,51,16,14,12,female,,37.299999,48.5,
2457,48,someone else,37,16,16,18,female,,62.200001,62.200001,76.400002
2458,30,someone else,37,10,,,female,,39.599998,,39.400002
2459,40,someone else,52,12,11,12,female,,37.700001,32.299999,
2460,70,self-employed,62,16,16,16,male,,37.299999,97.199997,78.5
2461,,self-employed,54,10,,16,female,,38.900002,33.200001,73.199997
2462,,someone else,49,10,0,0,female,extrmly conservative,73.199997,37.299999,63.5
2463,,someone else,56,12,,,female,slghtly conservative,30.4,,
2464,,someone else,66,12,9,7,female,,30.700001,26.5,
2465,50,someone else,31,11,12,12,male,moderate,44.700001,34,38.900002
2466,,self-employed,56,15,10,11,female,slightly liberal,63.5,28.200001,
2467,40,someone else,25,10,13,12,female,,26.700001,34.200001,33.099998
2468,,someone else,85,9,,7,female,,17.1,37.299999,
2469,40,someone else,32,12,11,12,female,moderate,35.200001,26.5,
2470,,self-employed,86,8,3,4,female,,29.299999,37.299999,
2471,,someone else,70,16,9,8,male,conservative,63.5,37.299999,
2472,40,someone else,33,12,14,12,female,extrmly conservative,27.700001,28.6,29.299999
2473,,self-employed,80,15,14,12,female,conservative,63.5,50.700001,
2474,,someone else,85,8,,7,female,,38.900002,37.299999,
2475,,someone else,49,9,5,9,female,,32.400002,31.5,17.1
2476,,self-employed,67,11,,,female,slghtly conservative,22.5,,
2477,,someone else,36,12,,12,female,slghtly conservative,32.400002,,37.599998
2478,,someone else,24,12,,12,female,,21.200001,,29.299999
2479,50,someone else,40,12,12,12,female,,62,,
2480,48,someone else,34,12,12,16,female,slightly liberal,63.5,29.4,17.1
2481,,someone else,65,12,5,9,male,,39.400002,35.099998,27.5
2482,43,someone else,25,8,,,female,,33.099998,32.700001,
2483,60,someone else,61,15,18,16,female,liberal,85.099998,63.5,
2484,40,someone else,56,17,16,16,female,liberal,81.900002,63.5,69.199997
2485,60,someone else,69,18,12,10,female,,74,50.5,63.5
2486,,,18,10,16,16,male,,,,73.199997
2487,40,someone else,51,16,12,,female,slghtly conservative,32.400002,86.5,
2488,,someone else,72,12,8,8,female,,37.700001,27.700001,27.700001
2489,42,someone else,19,13,12,12,female,moderate,29,,
2490,,someone else,53,10,,6,male,,27.700001,,22.5
2491,55,someone else,33,10,,,male,,28.6,26.9,17.1
2492,50,someone else,46,13,12,12,male,,34.200001,26.700001,38.400002
2493,40,someone else,33,12,,,female,conservative,50.700001,,
2494,35,someone else,49,16,20,14,female,slightly liberal,73.199997,97.199997,73.199997
2495,40,someone else,39,12,11,,female,moderate,28.4,31.5,
2496,,someone else,77,12,12,,male,,28.4,28.6,
2497,,someone else,53,6,,2,male,,32.299999,,22.9
2498,40,someone else,25,13,10,12,male,moderate,37.799999,48.900002,38
2499,,someone else,75,11,,,female,,67,37.299999,
2500,35,someone else,40,11,14,10,female,,,58.299999,
2501,30,self-employed,56,12,10,5,female,,26.4,32.299999,
2502,48,someone else,47,16,,12,female,moderate,76.400002,,27.5
2503,,someone else,40,12,9,,female,,32.400002,35.400002,
2504,30,someone else,61,13,12,12,female,moderate,65.800003,44.700001,
2505,40,someone else,35,13,,12,female,moderate,48.5,,38.400002
2506,40,someone else,45,12,11,11,female,moderate,21.200001,31.5,
2507,38,self-employed,39,10,,,male,,35.400002,36.5,
2508,25,someone else,57,12,12,12,female,,54.200001,64.099998,33.099998
2509,,someone else,73,12,3,,female,slghtly conservative,29,25.5,
2510,4,self-employed,45,13,9,12,female,moderate,22.5,37.299999,
2511,48,someone else,45,17,,12,female,,78.5,,79.800003
2512,40,someone else,48,12,8,8,male,,26.700001,34.200001,27.700001
2513,,someone else,52,12,8,16,female,,63.5,37.299999,
2514,,someone else,67,10,8,8,male,slghtly conservative,42.200001,37.299999,
2515,12,someone else,37,12,6,8,male,,29.200001,37.299999,
2516,,someone else,40,9,9,12,male,,28.6,34.200001,26.700001
2517,6,someone else,34,13,,12,male,,37,,
2518,,someone else,71,16,,10,female,,76.5,,
2519,,someone else,80,8,8,8,female,,17.1,29.4,
2520,,someone else,39,12,9,10,female,,26.5,27.700001,27.700001
2521,,,80,10,,,female,moderate,,63.5,
2522,24,someone else,37,12,12,12,female,liberal,32.400002,27.700001,27.700001
2523,51,someone else,18,11,12,,male,,27.5,36.5,
2524,,,83,8,,,female,,,37.299999,
2525,,someone else,63,12,12,12,male,,29.5,37.299999,
2526,60,someone else,39,14,,12,male,moderate,48.5,,38.400002
2527,,someone else,38,14,3,3,female,conservative,68.099998,29.200001,
2528,40,someone else,26,13,4,6,male,,31.4,34.200001,17.1
2529,,someone else,75,17,15,16,female,,63.5,63.200001,62.5
2530,70,self-employed,66,12,8,14,male,moderate,33.200001,38,
2531,,someone else,75,13,,12,female,conservative,38.900002,,36.099998
2532,,someone else,71,16,4,16,male,conservative,74,37.299999,80.300003
2533,20,someone else,66,14,12,12,male,,60.5,29.799999,25.5
2534,52,someone else,23,12,12,12,male,,32.299999,37,33.099998
2535,16,someone else,25,18,14,16,male,moderate,31.299999,31.299999,73.199997
2536,,someone else,47,14,9,12,female,,33.099998,28.6,73.199997
2537,,someone else,40,16,12,14,female,moderate,86,93.300003,38.400002
2538,60,someone else,25,12,8,8,male,moderate,45.299999,27.5,21.200001
2539,50,self-employed,46,12,12,12,female,moderate,26.4,34.200001,32.400002
2540,20,someone else,46,12,,12,female,liberal,28.4,,65.800003
2541,25,self-employed,26,19,20,20,female,liberal,56.5,93.699997,85.5
2542,,someone else,36,12,14,15,female,conservative,39.400002,52.5,35.400002
2543,40,someone else,50,16,8,8,male,,69.699997,27.700001,
2544,50,someone else,,16,12,,male,moderate,66.099998,66.099998,
2545,50,self-employed,54,18,12,13,male,slghtly conservative,83.900002,38.099998,38.400002
2546,50,someone else,34,16,16,13,female,,82.699997,63.5,67
2547,40,someone else,22,15,,18,male,,63.5,,78.5
2548,,self-employed,69,15,8,6,male,,50.700001,50.700001,
2549,31,someone else,21,12,,11,female,,33.099998,,
2550,40,someone else,36,16,12,12,male,moderate,67,26.700001,53.299999
2551,40,someone else,48,16,12,12,male,,78,50.700001,38.900002
2552,31,someone else,32,12,,10,female,conservative,38.900002,,55.099998
2553,63,someone else,40,11,,12,male,moderate,27.5,,37.700001
2554,,someone else,68,6,,,male,moderate,33.900002,37.299999,
2555,35,someone else,38,15,16,14,female,,37.700001,86.5,66.099998
2556,60,someone else,30,10,,7,female,moderate,32.400002,,27.700001
2557,40,someone else,26,12,12,12,female,moderate,33.299999,32.299999,26.700001
2558,38,someone else,26,13,16,12,male,,35.099998,63.200001,
2559,70,self-employed,38,12,,3,male,,36.5,,
2560,36,someone else,22,14,,16,female,,38.400002,,73.699997
2561,,someone else,44,16,16,14,female,moderate,50.700001,49.599998,38
2562,,someone else,47,12,12,,female,conservative,26.700001,,
2563,38,someone else,31,14,11,16,female,moderate,36.5,27.700001,67
2564,,someone else,88,10,,,male,,31.4,38.099998,50.700001
2565,30,self-employed,56,15,9,12,male,,75.900002,50.700001,
2566,12,someone else,40,18,16,12,female,,60.599998,85.099998,68.099998
2567,47,someone else,64,12,8,8,female,,82.699997,32.299999,
2568,30,self-employed,55,14,8,8,female,slghtly conservative,53.700001,37.900002,17.1
2569,45,someone else,49,16,12,12,male,,64.099998,37.299999,
2570,40,someone else,60,12,8,8,female,,36.700001,37.299999,
2571,50,self-employed,52,14,12,10,male,,49.900002,37.299999,
2572,55,someone else,42,12,12,12,male,,38.400002,32.299999,21.200001
2573,,someone else,65,16,,12,female,moderate,78.5,37.299999,
2574,,someone else,76,13,9,10,female,moderate,44.299999,32,
2575,,someone else,53,12,,,male,,31.5,,
2576,,someone else,69,10,10,12,male,moderate,36.5,31.5,
2577,,self-employed,70,11,8,12,male,conservative,31.5,44.700001,
2578,60,someone else,44,14,12,12,male,,70.5,86.5,27.5
2579,,someone else,61,12,12,12,female,,29.299999,37.799999,26.700001
2580,40,someone else,47,12,8,8,female,,63.200001,28.4,29.299999
2581,50,someone else,34,19,12,16,male,slightly liberal,88.800003,,45.400002
2582,89,self-employed,58,14,12,12,male,,63.5,50.700001,
2583,38,someone else,23,16,14,12,male,,78.5,50.700001,38.400002
2584,,,23,12,,12,female,moderate,,,63.5
2585,43,someone else,36,14,12,12,female,,33.099998,69.699997,
2586,,someone else,86,12,,,female,,38.900002,50.700001,
2587,,someone else,85,12,9,,female,moderate,22.9,27.700001,
2588,,someone else,89,12,12,14,female,,29.299999,50.700001,
2589,48,someone else,25,13,,11,male,moderate,33.599998,,33.099998
2590,50,someone else,32,12,,12,male,,25.299999,,25.4
2591,,someone else,21,15,16,16,female,conservative,33.099998,76.400002,78.5
2592,30,someone else,72,16,4,5,male,,31.700001,,
2593,40,someone else,48,11,12,16,female,moderate,20.1,,
2594,70,someone else,38,13,12,14,male,,64,45.799999,73.199997
2595,,someone else,37,13,,,female,,68.099998,,
2596,,someone else,53,14,12,12,male,,37.799999,41.200001,
2597,,someone else,63,16,16,,female,,29.799999,37.299999,
2598,40,someone else,51,20,14,9,male,slightly liberal,78.900002,72,
2599,40,someone else,56,14,14,12,female,moderate,50.5,86.5,73.199997
2600,,someone else,32,12,12,10,female,,33.099998,31.299999,22.5
2601,40,someone else,47,14,12,12,male,conservative,31.4,50.700001,38.400002
2602,7,someone else,45,14,,13,female,,38,,35.200001
2603,60,someone else,45,12,12,12,male,,31.5,43.200001,38.400002
2604,15,someone else,46,12,12,12,male,,29.5,32,21.200001
